SalePrice,id
192436.148508,1461
128315.831234,1462
185502.017738,1463
183857.023293,1464
184161.748511,1465
174634.692026,1466
177923.808056,1467
171132.714395,1468
182215.391631,1469
166773.486077,1470
192031.409396,1471
131479.260357,1472
138519.141419,1473
158226.662527,1474
139921.494232,1475
254008.134508,1476
283253.363959,1477
243109.948872,1478
232321.707248,1479
298358.017588,1480
245131.092256,1481
194357.286733,1482
183844.300008,1483
186032.540252,1484
177831.101253,1485
183381.917868,1486
290735.692095,1487
280414.488365,1488
236869.697024,1489
201415.099135,1490
192303.176487,1491
128108.963663,1492
174770.84951,1493
234996.182928,1494
224003.1914,1495
196882.512114,1496
211863.115924,1497
191588.052624,1498
192171.914077,1499
192608.57048,1500
180700.490001,1501
193434.251747,1502
279697.534328,1503
208182.70832,1504
211191.802097,1505
165672.542537,1506
213698.241465,1507
200666.253722,1508
155044.165015,1509
158030.327335,1510
160104.510818,1511
162918.11396,1512
154910.541627,1513
110367.260875,1514
157075.589801,1515
142150.878378,1516
152564.709921,1517
164085.697624,1518
221116.624113,1519
128519.608344,1520
128999.323405,1521
145333.140565,1522
121295.552091,1523
124986.801459,1524
125466.302615,1525
122705.426425,1526
184348.269407,1527
140045.059312,1528
152219.488387,1529
158250.392735,1530
103920.010141,1531
85910.1568127,1532
159459.652245,1533
130300.019755,1534
136991.899336,1535
119487.740437,1536
190085.603353,1537
126144.709468,1538
168114.730831,1539
83982.2538331,1540
176431.444118,1541
148786.318123,1542
136810.387795,1543
104682.763227,1544
112164.477499,1545
153729.175045,1546
112930.805253,1547
122419.703088,1548
174531.884687,1549
137425.224665,1550
113109.920124,1551
144709.125441,1552
100954.907146,1553
115792.62504,1554
135527.193676,1555
100901.911551,1556
84940.7358529,1557
111480.893603,1558
83412.3639055,1559
127707.756736,1560
100655.567329,1561
167613.699625,1562
131343.273545,1563
185047.015048,1564
158237.612906,1565
217138.620212,1566
131500.97938,1567
181080.580221,1568
158056.29516,1569
159007.282282,1570
121206.108166,1571
151022.200439,1572
215001.073979,1573
158412.407148,1574
183047.034244,1575
297995.967681,1576
224295.305966,1577
146871.647433,1578
201540.260001,1579
190936.25926,1580
153525.023595,1581
162239.46605,1582
268985.799396,1583
210500.848423,1584
180214.906083,1585
135236.777369,1586
126439.580538,1587
138375.873431,1588
143155.800002,1589
145774.932964,1590
95956.1984743,1591
128207.507074,1592
130068.587369,1593
100655.567329,1594
88082.0053305,1595
134030.557657,1596
163523.301237,1597
187777.874205,1598
197466.159314,1599
185519.939483,1600
108554.121717,1601
166297.770774,1602
110630.872772,1603
200397.734083,1604
237368.747128,1605
164908.424697,1606
217521.311876,1607
231424.160379,1608
204835.952026,1609
180278.353366,1610
168912.786203,1611
219755.196304,1612
226027.493227,1613
131529.153894,1614
102272.621418,1615
102272.621418,1616
134916.061587,1617
157784.165956,1618
174699.775269,1619
197181.692376,1620
195527.50452,1621
131429.385746,1622
182569.018893,1623
205742.524407,1624
151538.391425,1625
170832.021514,1626
182882.874421,1627
219556.6247,1628
169366.156772,1629
207811.052629,1630
188188.440969,1631
191576.251372,1632
171611.570532,1633
179335.576025,1634
170568.146788,1635
172490.006936,1636
179997.588346,1637
174663.65095,1638
171621.454575,1639
168173.105925,1640
177176.8413,1641
209371.040656,1642
208040.606905,1643
205181.070097,1644
163927.197678,1645
170832.021514,1646
168258.598958,1647
159481.594829,1648
140598.906612,1649
174886.773501,1650
195576.380971,1651
132883.675773,1652
135167.622269,1653
159069.477671,1654
158226.662527,1655
159916.782153,1656
160768.599885,1657
160768.599885,1658
145599.027188,1659
207064.501788,1660
251261.12189,1661
281342.636885,1662
288318.579755,1663
253140.340766,1664
272140.46959,1665
292770.750322,1666
225949.479898,1667
296764.794005,1668
237670.163684,1669
276226.448353,1670
210400.671187,1671
278158.057291,1672
241273.630136,1673
278705.517689,1674
193327.503521,1675
220254.527601,1676
195988.010738,1677
297443.389635,1678
231369.966379,1679
229763.266129,1680
206758.404207,1681
233599.513784,1682
190218.267004,1683
177120.901823,1684
177991.935592,1685
178822.79158,1686
178373.03884,1687
184455.466267,1688
183552.80229,1689
176888.879979,1690
175739.331349,1691
220847.996536,1692
177831.101253,1693
173121.864354,1694
173697.385476,1695
220208.98355,1696
174790.118756,1697
255051.264588,1698
248959.338501,1699
214031.747296,1700
207088.329236,1701
309467.635181,1702
246096.958171,1703
273231.665623,1704
195810.915153,1705
259070.07948,1706
205465.816326,1707
224001.487744,1708
312236.479186,1709
236624.707466,1710
256533.651348,1711
203182.114056,1712
240849.499459,1713
211382.808415,1714
218740.15311,1715
212874.089826,1716
194357.286733,1717
122519.147536,1718
191231.488564,1719
269162.153071,1720
210146.782438,1721
122519.147536,1722
209033.340546,1723
261521.408291,1724
198238.78414,1725
187974.363619,1726
189003.074401,1727
184231.633761,1728
171700.456536,1729
191733.642723,1730
142267.54843,1731
192794.958727,1732
146885.537152,1733
130233.389112,1734
143631.578802,1735
123947.684053,1736
241172.221502,1737
196172.794969,1738
236755.362667,1739
211038.824838,1740
227364.699566,1741
180700.490001,1742
191139.183167,1743
212114.867214,1744
179297.27517,1745
172496.045668,1746
216832.069458,1747
178157.932371,1748
162373.85859,1749
139112.951402,1750
180333.813686,1751
134599.967596,1752
151642.929476,1753
166124.623378,1754
163041.785044,1755
140240.493532,1756
128519.608344,1757
195177.274055,1758
162351.518071,1759
190843.055506,1760
160790.85325,1761
166073.099295,1762
137358.125002,1763
128422.122995,1764
168003.439491,1765
159729.403406,1766
188485.364348,1767
123922.054162,1768
146243.427342,1769
143237.956189,1770
126017.187099,1771
130836.838068,1772
124848.889217,1773
152161.746353,1774
123875.046238,1775
144573.110467,1776
113702.368649,1777
135302.738243,1778
165849.878095,1779
155684.915428,1780
115644.518156,1781
134934.736502,1782
207980.925909,1783
125324.930362,1784
111112.736032,1785
138898.482792,1786
179163.106525,1787
89899.7483963,1788
146906.978084,1789
125126.393015,1790
236778.428493,1791
138309.080742,1792
157399.205294,1793
174177.098497,1794
127161.315355,1795
137216.057825,1796
212654.263954,1797
126182.481869,1798
116228.431156,1799
126147.659566,1800
150921.288492,1801
178973.020715,1802
155344.005849,1803
180451.437228,1804
126008.466427,1805
119616.92523,1806
113566.180172,1807
153163.660388,1808
98379.7118434,1809
130189.79204,1810
85910.1568127,1811
83982.2538331,1812
130207.07963,1813
112342.37694,1814
119769.909335,1815
113004.616426,1816
164223.317281,1817
114482.97259,1818
131727.289703,1819
83982.2538331,1820
104178.540555,1821
178563.120496,1822
82097.614267,1823
105773.275286,1824
132466.15502,1825
116796.7386,1826
128978.460662,1827
112957.414708,1828
261765.365493,1829
145249.269372,1830
118750.728402,1831
86301.0160172,1832
117157.409904,1833
141626.114055,1834
96023.3758265,1835
124817.775878,1836
86497.1119558,1837
118448.016555,1838
130635.538421,1839
112280.203363,1840
134943.965269,1841
109462.084508,1842
187521.135238,1843
170643.523399,1844
139420.458496,1845
151653.424218,1846
129829.712201,1847
91339.4435423,1848
149379.244734,1849
130314.317345,1850
113960.726099,1851
118790.273302,1852
141143.128237,1853
175431.736035,1854
187391.711719,1855
180085.736546,1856
159565.821488,1857
209783.287955,1858
155714.139391,1859
200610.876459,1860
155714.139391,1861
257437.946885,1862
257437.946885,1863
257437.946885,1864
363137.179304,1865
275199.238005,1866
290474.955704,1867
203427.588484,1868
230627.202294,1869
266124.546782,1870
271167.824955,1871
186130.159896,1872
188021.100262,1873
175031.500253,1874
196061.051937,1875
187663.329851,1876
206856.847273,1877
212433.974565,1878
146880.394986,1879
162228.238736,1880
381539.652189,1881
207236.866733,1882
202334.369951,1883
212433.974565,1884
194419.06457,1885
197910.766331,1886
190580.908244,1887
264714.513667,1888
187546.786816,1889
166447.487305,1890
201465.177571,1891
129964.131952,1892
110279.56148,1893
96467.3238918,1894
127077.999561,1895
114366.516242,1896
112957.414708,1897
105109.490837,1898
149334.831656,1899
118005.668679,1900
135438.774189,1901
129083.898861,1902
130485.612308,1903
135083.789817,1904
149271.041328,1905
142771.861908,1906
160635.666504,1907
164312.163099,1908
172017.538066,1909
165849.743321,1910
177555.353668,1911
192827.142631,1912
160012.097594,1913
104682.763227,1914
195623.257969,1915
109006.041076,1916
218771.916857,1917
147194.884865,1918
175690.975832,1919
213816.237594,1920
258791.31055,1921
285379.676706,1922
175862.984448,1923
192943.930455,1924
191640.93921,1925
293274.05329,1926
144702.765173,1927
178768.678945,1928
141347.825788,1929
173909.742122,1930
220895.352766,1931
173181.638031,1932
234801.873991,1933
183440.207125,1934
173242.609163,1935
184199.837236,1936
168223.66983,1937
171589.124617,1938
193034.327987,1939
184161.748511,1940
182152.49997,1941
168455.983251,1942
173972.050246,1943
232697.030285,1944
228678.349523,1945
147388.077641,1946
209140.018371,1947
182870.51576,1948
184022.057529,1949
191271.194892,1950
178113.657205,1951
179229.261678,1952
162211.465131,1953
174264.32792,1954
159674.272744,1955
362862.026893,1956
164034.672618,1957
244396.54566,1958
163362.678668,1959
133030.463436,1960
175818.330358,1961
132883.675773,1962
143470.061334,1963
132179.602843,1964
161201.786576,1965
159916.782153,1966
289205.149333,1967
228063.838738,1968
240275.172476,1969
273307.089259,1970
360593.24043,1971
313497.037397,1972
229341.939209,1973
247749.487506,1974
254129.074294,1975
241723.50067,1976
242307.929427,1977
255553.247215,1978
281420.299487,1979
193327.503521,1980
300817.656399,1981
207309.827437,1982
207309.827437,1983
190088.427705,1984
222024.37035,1985
228252.757161,1986
186027.44247,1987
176675.429439,1988
176487.860972,1989
182580.265295,1990
195988.010738,1991
179738.140194,1992
176443.991145,1993
173697.385476,1994
181425.042379,1995
190888.797996,1996
227443.201524,1997
284308.705793,1998
201402.692569,1999
235085.3586,2000
240368.179515,2001
225171.374953,2002
275018.928877,2003
283409.76563,2004
194224.622234,2005
215922.747727,2006
230197.982946,2007
192012.858628,2008
201902.072363,2009
190797.95408,2010
123547.128123,2011
195210.648224,2012
190461.25955,2013
180253.549438,2014
182739.145819,2015
216226.85738,2016
184161.748511,2017
140909.698364,2018
165835.532601,2019
134813.724405,2020
127424.765738,2021
163972.448712,2022
163148.679488,2023
177238.374833,2024
209611.079991,2025
194875.636429,2026
192608.57048,2027
205854.562069,2028
179743.065628,2029
190198.599385,2030
200327.206012,2031
208513.320245,2032
187833.056623,2033
184023.307578,2034
200513.880812,2035
186565.998942,2036
187134.555848,2037
261756.155462,2038
182133.666306,2039
237359.017875,2040
193664.104614,2041
187630.941053,2042
164505.051535,2043
163024.927322,2044
172442.545481,2045
156316.994744,2046
156770.603735,2047
192344.937541,2048
170302.504333,2049
158401.444673,2050
121748.302694,2051
148398.201909,2052
140067.696709,2053
110724.404597,2054
147474.502909,2055
139447.270612,2056
124952.309123,2057
173103.020301,2058
125280.320098,2059
169856.942632,2060
144697.817007,2061
136594.605945,2062
116228.431156,2063
168968.339988,2064
135625.434525,2065
157834.235763,2066
136320.396543,2067
149812.721521,2068
131644.61144,2069
113624.526677,2070
141589.158571,2071
345084.566777,2072
143094.426061,2073
173432.196821,2074
155777.70676,2075
158095.830964,2076
128879.227033,2077
129494.218135,2078
156545.952549,2079
121929.041863,2080
117469.943794,2081
97497.7569075,2082
153170.177275,2083
130143.610054,2084
126008.466427,2085
166733.028059,2086
157083.441934,2087
134188.530036,2088
114107.238844,2089
133778.90799,2090
96599.8717397,2091
150659.091022,2092
105939.875347,2093
101870.517152,2094
194398.341986,2095
101178.847702,2096
92312.9438583,2097
204734.750182,2098
120174.488471,2099
104263.603383,2100
143955.677737,2101
117588.829824,2102
128516.602776,2103
127712.123905,2104
98161.5842262,2105
124694.912014,2106
128106.049199,2107
128519.608344,2108
147942.851296,2109
126484.867317,2110
114980.35202,2111
111150.790119,2112
133607.408439,2113
115161.595245,2114
126584.174417,2115
143779.011798,2116
194404.697383,2117
112164.477499,2118
101083.542209,2119
137960.92722,2120
118286.61722,2121
119903.359959,2122
121477.01622,2123
130189.79204,2124
147910.670695,2125
187200.712664,2126
129843.666048,2127
103852.27746,2128
132399.416393,2129
123828.056146,2130
